Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
123140,2.463965,0.328315,-0.446666,-0.208966,-1.714801,-2.319233,-1.69083,0.240339,-0.069216,-0.536009,-1.532294,-0.216036,0.615718,1.861261,2.423985,0.72384,2.030447,-0.323416,0.816565,1.547142,-1.214124,0.208664,0.914578,-0.828917,-1.077269,-0.078485,2.248906,2.666992,25.59,0
12540,-1.313778,-1.54027,-0.803643,-0.558865,2.14481,3.761218,-1.454519,2.541055,0.935438,1.626799,0.588909,-0.280107,1.785811,0.693093,2.400905,0.672854,0.05949,-1.041725,-0.510912,-1.232857,-2.583381,0.728612,-0.021016,0.120025,-1.118091,1.612813,0.335432,2.301593,14.27,0
129181,-5.069553,2.670284,-5.944428,2.750738,-6.05583,-1.812401,-6.716898,-0.045954,0.926565,-3.662407,2.569056,-5.041865,2.123935,-7.250189,-0.982469,-4.842802,-8.178413,-4.167725,0.049975,0.798994,0.823568,-1.36933,1.053606,0.206911,-0.92853,0.217853,-1.063558,-0.7565,63.6,1
91593,1.962902,0.435096,1.208063,0.47283,-0.708069,-0.878969,0.556061,0.582741,-0.326742,-1.079836,0.838742,-1.485915,2.287554,0.667856,-0.079541,1.375875,-0.453615,-1.20355,1.685373,1.083316,-0.741227,-0.010449,0.120866,1.075985,-1.880823,-2.202413,0.13633,1.627437,23.99,0
122061,0.764673,-1.289962,-1.062426,-0.24818,0.566896,-0.180293,-0.054205,-0.688663,-1.751886,-0.323876,-1.460619,0.602637,-0.847455,-1.098072,0.627035,1.100582,-0.629505,0.972698,-1.606731,0.427035,-0.909274,1.477955,1.938846,-1.67362,-1.921084,-1.775314,-1.56895,2.887571,5.06,0
159106,0.527578,1.715576,2.042405,-0.786539,-3.18561,-0.153471,-1.036318,-0.866567,-0.052989,0.589141,-0.342136,0.692756,-0.336305,1.334359,2.182875,1.092535,0.58657,-1.795418,-0.973304,2.394461,2.399673,0.190909,3.339962,-0.686393,-1.05836,2.567474,-0.841537,0.220171,23.86,0
80436,-0.333727,-0.870074,1.15925,0.207477,0.871023,-0.975473,0.052916,4.741806,1.786774,-2.182453,-1.018389,1.528674,-0.910025,-1.322486,-0.663784,0.550131,0.168631,-1.35421,-0.343895,-0.383988,2.737555,1.304838,0.478618,-0.788895,2.383173,-0.519538,-1.223457,0.371496,46.74,0
50964,0.526161,0.650996,1.741733,-0.095075,-1.480492,-2.295075,0.544268,1.203429,-0.428498,1.431142,0.038086,0.414183,1.256752,-0.231792,1.895663,-0.841352,1.056016,2.2954,1.106038,0.265634,-0.37279,2.421409,0.8306,0.477796,-4.028263,-2.266153,-2.354156,1.694743,121.33,0
72390,1.127335,0.385602,-1.193024,0.262947,-1.380986,0.604034,0.431111,-0.490253,-0.950709,-2.402662,-2.059982,-0.66154,0.27305,1.564256,-0.069335,-0.332001,0.272213,-0.849212,-1.441397,1.682994,0.681806,-0.077605,-0.425248,0.188198,-0.189146,0.820268,-1.471845,2.385781,25.89,0
132869,-0.23161,0.38983,-1.533285,0.039812,4.250073,1.294904,-1.638585,-1.311736,-0.234656,2.656255,-0.900563,1.874869,-0.330218,-1.256346,1.755789,0.329069,1.677916,0.268672,1.984673,-0.287007,-0.554256,-2.820873,-3.615927,1.902682,1.462863,-0.961513,1.781284,-3.11033,11.41,0
163768,-0.001523,-0.4721,1.434496,2.806255,0.000555,-1.424709,-1.822835,1.610528,0.801487,-1.540432,2.02968,-1.029402,0.491236,-2.151114,-0.86349,0.121448,0.469463,1.499635,-0.925924,0.487638,-0.220712,-1.170941,0.536756,-0.74757,1.439781,0.719844,1.249807,-0.049056,298.13,0
140460,0.010976,2.670696,1.464467,-0.758126,-1.1281,3.666894,0.003343,1.208583,-1.434533,-1.797891,0.272789,-1.081628,0.493916,-0.065654,-1.817823,-1.248821,1.1223,2.46143,-0.484888,-0.790483,0.281549,1.421358,1.53771,1.6382,2.033838,0.761708,2.688648,3.050284,75.68,0
140440,0.708045,1.186281,-1.592719,-0.168674,0.830299,1.520186,0.210244,-1.970875,-1.59555,1.434547,0.48532,0.974606,-0.641745,0.858222,0.400045,0.361939,0.294461,0.511999,-0.189388,-1.720241,-0.916078,3.884195,0.56646,-0.663363,-0.776232,0.271124,-0.0322,0.001468,1235.65,0
11593,1.900688,1.730365,-0.612799,-0.741829,-1.102342,-0.112911,-0.959565,0.224881,-0.720168,2.587509,-0.191607,2.354555,1.25606,0.546368,-1.858876,0.806175,-0.140102,-0.092951,-1.118963,0.292169,-1.733675,-0.091357,-3.726249,0.480616,-0.456462,1.851123,1.40504,1.438773,12.89,0
44936,-0.890656,-2.838267,2.00113,-2.094082,-0.801104,-2.394873,-0.105978,-2.546782,0.241572,-1.061911,-0.665856,-0.694672,0.178382,-1.238452,-1.965993,0.467309,0.024666,4.252153,0.742438,-0.057661,0.604697,1.328351,3.045953,0.147396,-1.483069,1.219042,0.853981,2.050509,11.51,0
115294,2.04436,0.447187,-0.295617,-1.056568,-1.252393,4.994878,-0.060379,1.287262,0.777378,-0.127118,1.26948,-0.097009,1.96586,-0.874032,0.083482,-3.398455,-0.1191,0.788615,-0.042039,-0.13695,0.152112,2.422135,0.130619,-0.983424,-2.25658,0.606421,-0.739197,-0.285402,146.14,0
130453,0.220153,-1.238699,-0.141154,-0.72549,-2.230925,-1.967363,-0.693491,-0.65486,-0.182491,0.326168,-0.224809,-1.614703,1.706253,-0.023642,0.232411,-1.264645,1.627002,-2.05587,-3.71296,-1.188089,3.098041,0.673447,-0.335496,-1.476983,1.441686,0.761374,-1.177645,0.42626,44.17,0
70791,1.116755,3.269927,0.700413,1.487705,-0.760779,1.495913,1.637409,0.777479,-0.813153,-1.067727,2.675901,2.430232,0.306501,0.113714,-0.855322,1.179996,-0.885006,-3.000045,-0.217063,0.725823,-0.041928,1.788359,0.784947,1.03724,0.799065,1.111124,2.9625,-0.642488,66.82,0
168200,-1.406102,-0.769553,1.60486,0.273755,0.550195,-2.003101,-0.411253,-0.317103,-1.183097,-3.073322,-0.854869,2.840942,0.310824,2.328682,-1.031271,1.173444,1.368655,0.036215,0.231639,0.587994,-0.443269,-0.433363,0.060033,0.292415,0.931875,0.850418,0.438788,0.773185,39.79,0
48663,0.717011,0.302513,1.240262,-2.930073,-3.349091,-0.449353,-0.185944,1.073686,0.061317,-2.017581,0.926354,0.523995,1.076583,-1.607219,0.937538,-0.639385,-1.62164,-2.831997,-0.751208,-0.96423,-1.293331,1.05859,-2.779043,1.904818,-0.792884,0.898832,-0.812693,2.367499,62.15,0
170728,1.607425,0.741097,-0.050228,-0.207388,0.270016,-0.970518,-1.250942,0.251911,0.067575,0.179629,-1.767494,-0.20699,2.756975,-0.021619,1.803464,0.662738,0.232384,-2.453063,0.0229,0.044594,-0.902605,1.57841,-0.172899,1.504366,1.551622,-1.262182,0.227133,2.473189,627.44,0
69446,0.983636,2.14491,-0.491632,-0.7918,-0.626346,0.015736,0.907355,1.092355,-1.081335,-1.348215,-1.345015,2.084466,1.474361,-2.013381,0.603183,3.217714,0.834253,1.175074,3.880966,-1.356277,-1.046019,0.697641,-1.229683,0.176651,0.832453,0.163055,-0.724949,-1.593667,54.98,0
40177,2.362919,0.837821,1.077752,-0.632525,0.136401,0.369371,0.598465,-0.86268,-0.131619,-2.553766,-0.599863,-1.591044,1.429143,0.419936,-1.142716,2.053783,0.002641,-0.219919,-1.37594,-1.542012,-2.859686,0.500645,0.02705,-0.243614,1.818263,0.187008,0.688124,-0.31087,21.59,0
32261,-4.654851,3.848324,-5.386316,2.712532,-2.430508,-2.0342,-4.541251,2.363519,-0.086104,-2.619135,3.212983,-5.618037,-1.572728,-7.516465,-0.41607,-3.584071,-7.649642,-1.922585,0.074207,0.196498,0.866574,0.411132,-1.178397,-0.068312,-0.261929,0.35684,-1.077163,-0.833177,73.87,1
63692,-4.319995,3.233306,-6.287875,3.78961,-3.981024,-4.840572,-5.130955,-1.632983,-0.502277,-2.908869,4.742389,-5.374803,-0.030012,-6.018439,0.415747,-3.496804,-4.225078,-3.647108,-0.387179,-0.259026,-0.470121,1.345385,2.666432,0.119134,-1.590868,0.25514,2.409504,-2.011596,154.3,1
61343,0.213901,-0.262952,-1.087673,-0.927393,-0.570284,0.267294,-0.598788,-0.975338,0.064955,-1.41042,-0.634428,1.260916,0.431066,-0.054071,1.287179,1.5189,1.144688,-0.334837,0.648604,0.676571,0.891603,-0.903144,0.784971,0.052425,-0.532662,-0.746212,4.08378,0.746813,102.74,0
116998,0.514774,-0.796155,-1.104704,-0.492092,0.482162,-2.604566,-0.826615,-2.386325,-0.42081,0.269016,0.268728,1.087269,1.309452,0.067356,0.652472,1.331115,1.521347,0.86198,-1.64076,1.332439,1.240315,0.304177,-1.521911,0.34485,0.128774,0.035963,0.717455,0.56238,92.14,0
51381,0.595029,1.164768,-0.873648,-0.534654,-0.50062,0.263706,2.070092,0.002197,-1.631374,-0.51709,-1.429996,-0.526764,-0.249135,0.747103,0.499462,0.28045,1.927303,0.23505,0.667712,-0.497894,1.099974,-0.685364,-1.63882,0.857662,-2.447141,-1.962271,-0.794674,0.614564,92.34,0
75669,0.566802,-0.019864,1.479353,-0.160616,-3.67576,-1.000074,-0.130168,-2.715888,0.36781,2.48031,1.789869,0.925049,0.752328,1.48754,1.357951,-0.763585,0.452838,-1.055548,-0.006604,0.806294,-0.736696,1.015218,-0.500995,-0.212792,-2.903853,0.328485,2.614803,-0.560829,70.63,0
117083,-0.449631,-0.969522,-0.562737,0.802677,4.953348,-0.813159,-0.341152,1.186596,-0.479998,-1.25492,-1.363762,1.285449,0.939434,1.373297,0.936376,-0.556437,0.904408,0.659402,-2.536742,-0.578699,-0.338512,2.111322,0.152084,0.089013,-3.348341,-1.172607,0.620678,0.181554,9.74,0
30587,1.224798,-0.6587,2.613259,-0.124894,0.267941,-0.64626,0.397855,1.734702,0.11502,1.140968,-1.132667,-0.004991,1.813201,1.259279,2.011445,-1.165296,0.909329,1.329117,0.008107,-0.139315,1.122191,1.047208,1.426472,-0.252501,-0.480411,-0.753558,-1.309045,-3.077006,82.08,0
72730,0.387837,-1.044279,-0.671894,-0.844088,2.071867,0.507584,-0.451132,-2.75572,-0.004303,-2.297868,-1.444099,-2.645167,-1.043406,-2.25294,-0.211148,0.984577,1.180388,2.131277,0.480608,-1.154085,-3.042155,1.781804,-0.300572,-1.009416,1.137771,-1.418575,-0.822648,-1.972691,4.73,0
82109,-1.619143,0.821325,1.551599,-0.125311,-1.162433,1.15612,0.483694,-1.473157,0.561222,-0.394246,1.059563,2.296217,-0.342321,1.500744,1.854389,-0.618515,-0.175116,-1.327128,1.060685,0.567897,0.858485,-3.490426,1.19979,-0.35037,0.414086,-0.878087,-2.681818,1.130574,52.24,0
54319,0.029738,1.116464,0.516575,-0.289328,1.138521,-1.206317,-1.202649,-0.616574,-0.275044,0.202898,0.064061,0.185924,0.453548,0.530089,0.383325,-1.990712,0.198505,-1.356168,0.524845,0.234971,1.521872,-0.67161,-0.0072,0.908971,-1.07744,-0.575398,0.979653,-0.245922,38.51,0
168731,0.342241,-0.999368,0.153275,-0.185014,0.174362,-1.577993,-0.660537,0.045986,-0.741589,0.884085,1.610574,0.713261,1.569366,0.654579,-1.785884,-0.530367,0.944933,-1.085073,0.330485,-0.156531,0.860724,-0.331244,2.368309,-1.208005,0.709905,-0.041555,1.051239,5.748701,52.71,0
144978,1.067394,-1.143055,0.034684,-0.273395,-0.014302,-1.129529,1.596001,-2.136385,0.949106,-0.144697,-0.487947,-1.285759,0.179684,0.342657,-0.885805,-1.649461,1.917085,-0.56548,2.887527,0.127719,-0.535739,1.08311,-0.318515,0.281625,-0.117909,-1.025054,-0.379248,-0.28798,65.57,0
105694,-1.147089,-0.278095,-1.165688,0.940101,-0.340128,-3.259696,-1.824385,1.345066,0.594406,2.54598,-0.661578,1.109961,-0.273456,2.000541,3.00062,0.794796,0.71223,0.747406,2.382733,0.790645,1.559375,-3.178334,-4.933778,-1.150421,1.107936,0.43277,0.20182,-3.551593,17.3,0
138995,-1.350911,1.19241,0.100527,-1.32829,-1.531537,-1.038047,-0.158486,-2.116065,0.233218,-0.252297,-0.46844,0.094208,-0.995691,0.078797,3.498975,-0.842645,-0.554279,1.682501,-0.475748,0.562655,-1.266834,-0.690185,2.143938,-1.35998,1.035312,-0.530525,1.100181,0.778239,128.08,0
46207,-0.620117,-1.92423,-0.037895,0.715406,0.947163,-0.028348,-0.348182,-0.609293,-0.804213,-1.587788,0.977802,1.133659,1.148873,-1.089312,0.069556,-0.355011,-0.745832,-1.390535,-0.646123,-1.261291,-0.464038,-1.473015,-0.557361,0.806731,-1.204519,1.004774,0.132091,0.659528,1.65,0
159109,-1.28772,0.620378,-0.161523,-0.505332,-3.879225,-1.718429,0.949879,-0.927364,0.36035,-1.011225,-2.334563,-0.766304,1.46255,0.507629,1.132684,1.582773,-0.251427,0.848105,0.071738,2.882872,0.919748,-1.912259,-1.46603,-1.270967,-2.615431,-0.292357,-1.36521,2.061845,92.53,0
43584,3.430647,0.635256,0.974448,0.417692,0.207913,0.083475,-1.748624,-1.419864,1.333718,-1.58905,-0.218738,1.500013,0.470914,-0.874077,0.551889,2.937495,0.697426,0.054427,-3.483143,0.72433,1.581065,0.553861,-0.902355,0.991216,0.008612,-0.157397,-0.076725,1.390491,5.7,0
91918,2.105091,-0.759236,0.015718,0.094488,0.578784,0.856679,-1.199259,-1.818507,-0.401406,-1.04522,0.439183,0.120898,0.711299,0.516638,-2.288973,0.036189,1.667707,-0.707921,-3.088407,1.374814,1.655575,0.498508,-0.6411,1.955978,0.451959,0.700591,-0.74311,0.737487,17.94,0
108760,1.79966,0.075047,-2.730356,-1.193145,-0.608414,-0.409882,-1.288277,-0.030303,-0.200574,-2.213865,-0.458346,0.358574,2.604664,-1.961268,-3.037785,-1.020181,0.860075,2.206957,-1.280142,1.031349,0.021813,1.296226,0.550894,-1.158496,-1.608203,-1.103062,-0.340019,1.577761,70.26,0
40965,0.484934,-0.679934,2.343511,1.47213,2.4431,0.687455,0.276656,1.409426,-0.539077,-2.146191,-1.220938,1.454431,0.129692,-1.025475,-0.044289,-0.692601,0.077225,0.893164,3.582927,0.846758,-0.732631,-1.338959,-0.304951,-0.742286,-1.782778,-1.960515,1.477422,1.210798,48.14,0
108057,-2.200147,-1.56831,-0.90653,-0.862511,2.443329,-3.717415,0.001682,2.267885,1.433568,1.286122,0.752947,0.81699,0.397841,-0.109438,-2.077711,2.613089,0.676743,2.366947,1.829812,-0.489573,-0.027899,-1.544968,1.13412,-0.412865,-2.975435,-0.767486,-0.588786,2.177273,28.5,0
40992,0.783315,-0.130376,-1.523841,1.47809,-1.143402,-0.893151,0.351096,0.737829,0.915337,0.574988,-1.484053,2.406633,1.456508,0.335721,-0.176611,-0.937141,-0.261184,-0.646112,0.110572,0.100338,-0.243784,-3.442776,1.395619,1.310879,-0.742619,0.312519,-0.409128,0.669514,62.04,0
61429,-0.601046,1.860338,0.415216,-1.139953,-1.347161,1.209371,1.211227,1.849018,0.391377,0.494901,-1.885139,1.938654,2.31067,-0.044161,1.284398,-0.065571,0.366362,-3.200689,0.171469,1.748206,2.083149,0.806321,0.361665,0.568174,1.891941,0.396414,-1.169425,-2.05845,86.68,0
124773,-1.00943,0.34734,0.679972,-0.038101,-0.743317,0.875403,0.779644,-2.696012,-1.122136,0.059799,-1.705137,-0.608999,-1.166902,2.008724,0.90274,-2.722629,-0.530942,3.000207,0.314582,-1.001136,-0.941997,-0.923032,1.020788,1.575597,3.495396,-0.550845,-0.233554,0.173486,95.61,0
66460,-0.95168,-1.151619,0.003638,1.174014,0.606985,3.265116,-0.225317,-0.123246,0.932809,-1.898919,-1.245042,0.006481,0.355328,0.006608,-0.744411,-0.540686,0.280134,1.382356,-0.605845,0.706929,1.117938,-2.471895,-1.387635,1.171289,1.787704,0.641312,0.31028,1.164398,43.14,0
145046,-4.557631,3.45117,-5.451415,3.461249,-2.975721,-2.52991,-5.840871,-0.407697,-0.734216,-4.980426,2.968956,-4.978322,2.051632,-7.299909,0.046944,-4.214286,-8.940054,-4.055514,-1.499196,0.205854,0.170826,-1.774327,-0.125056,0.893892,-0.657467,1.390809,-0.019012,-1.108644,83.13,1
67255,1.668352,0.051207,-1.893865,0.241568,-2.185831,0.036246,0.591593,-1.957345,0.081928,-2.212236,-2.639188,0.868898,0.410328,0.2555,0.77504,0.713367,1.271876,5.247207,-3.064038,-0.071261,0.195339,-2.453965,-1.413329,1.078355,-0.777316,-0.757351,1.109573,1.152336,58.69,0
143717,0.196489,0.850228,0.805128,-0.884591,0.123254,-0.790949,-1.536098,1.169844,-0.889879,0.758249,-0.904175,1.287354,-1.992541,0.674777,-0.700528,-0.234123,-0.179435,-1.119119,-1.021346,0.59399,-0.041747,1.126413,-1.998923,-0.993286,2.924639,-0.715347,1.5308,1.882026,23.44,0
118909,2.892291,-0.302802,0.441168,0.288666,-1.382935,0.364193,0.318744,-2.1433,-1.355735,-0.707147,-1.312312,-1.326108,1.822919,-1.196992,-0.461244,-0.594402,-0.231905,0.030882,0.589053,0.287289,-1.695667,1.985204,-2.170142,0.867006,0.164948,1.42764,-1.026172,-0.157365,20.45,0
57739,-0.257065,0.816497,1.045727,0.098417,-1.801402,1.54509,-0.094094,0.403571,0.898063,-2.084092,-0.136138,1.948226,-0.238344,-0.13804,-1.473679,-1.082974,-1.442638,3.570333,0.397806,1.51417,-2.122503,1.630599,0.547848,0.465785,-1.276522,0.095917,0.989283,-1.128085,25.93,0
1724,-0.685046,2.438835,0.167327,1.284465,-0.906568,-4.63481,-0.755575,-1.37075,-0.270036,-0.631349,-2.274793,-0.108756,0.298666,0.792339,2.265915,1.307407,0.47716,-0.480738,-1.60471,1.100193,-0.552875,-2.173979,-1.604207,0.285218,-3.057117,0.776763,-0.497246,-2.652907,44.23,0
110483,0.656187,-1.75026,-0.873281,-1.363973,1.264071,-0.590059,-0.796362,-3.253122,0.601739,-0.530045,-0.148692,2.553767,-0.867519,-0.205826,-1.414518,-1.067231,-0.083009,-0.479627,-0.01435,-2.242186,-1.833192,0.196176,2.296788,-1.410794,-1.327171,-0.274285,-2.922918,-0.401076,103.93,0
51733,-1.343713,0.007473,-0.989649,-0.865569,1.392878,-3.016446,-0.582507,-0.662756,-0.08879,0.671826,0.683133,-0.551855,0.17689,-2.112338,-0.366948,-0.177281,-0.409396,0.080932,1.916844,1.589922,2.023144,1.238414,-0.262422,-0.101072,3.045168,0.160329,-2.158941,-3.154929,128.08,0
68182,0.185958,2.570601,0.374059,-0.638835,0.986824,3.796049,0.138667,-0.33306,1.315637,0.154685,0.41798,0.665189,0.294431,0.590515,-2.325366,-1.907056,1.214609,-2.156532,-1.227577,0.855618,-3.069533,-1.564558,1.374796,0.133748,0.593154,0.59906,-1.456097,-1.938954,30.78,0
68116,-0.905084,0.31575,-0.049533,1.421254,-0.150902,-1.684799,0.582902,0.200103,0.218657,-0.056869,2.220091,-1.169414,2.226351,-1.341442,-1.016122,0.565675,0.264427,3.115329,1.700976,1.578457,-0.652689,1.854396,3.215241,0.418917,-2.65758,-1.356466,-0.079012,0.824307,18.78,0
99665,-5.957663,4.385125,-5.857836,3.929656,-5.500455,-1.065476,-5.113913,-1.599634,-0.555544,-1.959916,-0.068023,-5.807832,1.455101,-7.020734,2.104032,-4.123414,-7.215017,-4.535458,-0.099603,0.363724,0.024758,1.852167,2.790824,-0.07083,-0.333891,-1.189212,-1.47613,-0.766715,11.12,1
95356,-0.224848,0.877194,0.570016,0.190151,0.54187,-0.570809,1.000378,0.702859,0.172754,-3.19141,0.652693,0.515457,-0.758351,0.8608,1.375092,-0.577345,1.783139,1.313238,0.901166,0.848948,-0.33782,1.430978,-0.177994,1.460188,0.880147,-0.847429,-1.074235,2.707277,69.08,0
105728,1.428318,1.292404,2.09781,0.127268,-1.6593,0.475708,0.05346,2.533257,-1.507765,0.306695,0.073482,2.156774,0.024222,1.438037,-0.646368,0.827949,0.987938,-1.161602,0.18785,2.79943,-0.396697,1.868998,-1.805609,0.654411,-0.710086,-0.592028,-1.014111,1.947747,5.17,0
84996,-2.392292,2.781002,-1.051874,-1.04183,4.200484,2.543385,0.518638,-3.078887,1.915444,0.623148,0.751028,0.778545,-0.84747,1.248264,2.712754,0.269797,-0.464189,-2.288943,-0.268435,0.1842,-1.059395,-0.966536,-0.278414,-1.108309,-3.65995,-1.600455,-0.32418,-1.206654,21.39,0
37049,0.939868,1.270091,-0.76688,0.41861,-0.224116,1.070279,-2.461535,-1.212773,-0.281979,1.100743,-0.528553,0.158724,-0.676046,-0.984973,-0.38125,-0.190036,0.40386,1.109171,-0.848867,-1.180167,2.709487,2.553228,-2.103022,-0.203449,-1.120416,-0.433739,0.110794,1.161717,55.23,0
146222,-2.235431,1.047575,-0.402535,1.447239,-1.423392,-2.714905,-0.75555,2.309922,0.805312,1.458817,0.975642,-0.412494,1.863012,-0.630464,2.360536,-2.39022,1.229001,-1.325169,1.451671,-0.091538,-2.178435,0.068049,-0.835879,0.514147,-2.360147,1.882158,1.240585,0.545077,39.07,0
46482,0.847406,-1.590686,1.291888,-0.275229,-3.169898,1.459321,-0.516898,-0.906853,-1.053789,-0.039311,-1.057583,-1.880814,0.126245,0.128586,0.03919,-0.129044,-0.199846,-0.059061,0.750482,-0.295721,1.763241,0.360555,0.482232,-0.067332,-2.714387,-0.463903,-0.098328,-0.767657,8.76,0
155038,-0.528636,-0.500041,-0.962003,0.249173,0.143816,-0.961051,-0.927346,-0.95747,1.250813,2.518793,-1.718995,-1.098768,-0.367732,1.168351,-0.540997,-1.945057,1.193235,1.420278,1.699921,0.972281,-1.424793,-0.863655,-0.009676,-0.446928,-0.931228,0.450648,-0.142041,-2.421043,2.68,0
105526,-4.812087,4.143577,-7.085177,3.873995,-4.158342,-2.244843,-5.211589,1.230078,-0.371709,-3.698132,2.773892,-6.79621,0.403864,-6.993463,2.72182,-3.322607,-7.435525,-4.542672,0.795919,-1.00386,0.535545,0.361721,0.157264,0.258991,-0.365218,1.25721,0.838016,0.481135,67.72,1
59264,1.096927,0.395951,1.010602,-1.248874,-1.999492,-0.825261,1.347668,-0.231931,0.471512,3.438207,0.569064,0.462877,-0.416048,-0.306973,1.7385,-0.831996,1.449796,-1.390047,1.724845,0.559204,-0.437851,-0.549052,2.743207,-0.399008,0.886465,-0.134983,-1.017785,-0.313498,298.89,0
9713,-0.820762,0.464221,1.487165,-0.588561,-0.303913,-1.225317,-0.731606,-0.661778,-0.270825,-1.841636,-2.384406,-0.461419,0.704617,-1.300329,0.802604,-1.492334,1.11826,0.345111,-1.638536,-0.958223,0.573219,-1.621291,1.051477,0.673418,-0.671505,-1.042026,-0.922955,2.070775,36.59,0
99454,-2.457785,-0.253898,3.181742,-0.361933,0.327395,0.9969,0.637068,-0.109943,1.057306,0.533756,-0.222622,0.333819,-0.75293,0.385955,0.910473,-0.446556,0.020736,0.894711,0.469325,1.4963,0.893339,1.195756,2.2254,-0.143452,-2.605095,-0.051519,0.794397,0.552181,49.65,0
125281,0.049055,0.130393,-0.346657,0.671694,-2.511565,0.166043,1.691304,-1.336101,-0.334966,0.570416,-1.310671,0.216812,1.091204,-1.504585,0.552057,-0.553839,2.572294,-2.810535,1.698582,-0.479109,0.326209,-1.568427,-0.630433,1.739769,-2.762548,-0.240347,-0.798066,2.884721,15.94,0
53514,-1.304708,0.578153,0.263778,-1.175144,-0.948678,1.550578,-1.10555,-2.209827,0.497791,2.6441,-0.475263,0.417496,0.01413,0.542365,-2.755857,2.011135,1.395463,4.579362,0.568496,-0.795038,0.648431,0.092374,-2.749596,0.389347,-1.204886,-0.051232,0.149031,1.255782,10.45,0
4597,1.38208,-0.89095,1.579051,-1.530744,-2.406781,0.506858,-0.723614,-0.262945,1.455652,-2.959455,-1.851254,-0.639727,1.587895,-1.883004,0.778762,-0.188051,0.588262,-2.218675,0.098568,-1.245209,1.677759,0.234448,-2.474997,-0.823478,-0.151356,0.036982,-1.599426,0.276878,59.52,0
109655,1.510155,-0.171739,-1.625589,-0.129697,-0.172023,3.45018,2.624094,-0.783609,-0.778238,0.917318,-0.387501,-0.060722,-0.224439,-0.128102,0.046414,-0.490247,2.176054,0.061225,2.277083,1.440914,1.6633,0.004617,1.114221,0.933284,-1.374544,0.207029,0.712475,2.252697,137.49,0
87114,-0.755011,-0.352163,0.019084,1.962424,0.025063,1.508461,-2.135945,1.429105,0.22792,-1.038462,0.049213,-1.232823,-0.090322,-2.145932,-1.810275,0.207038,1.036324,1.796785,-0.823028,1.123857,1.222663,1.306471,1.837987,-0.527209,-2.044942,0.872264,0.898241,0.029924,261.26,0
14805,-3.507189,4.246003,-5.574341,3.089977,-3.284099,-0.899207,-5.628184,-0.89521,0.68587,-4.525946,4.359035,-6.570615,-0.107824,-7.249001,0.387233,-3.131047,-8.981091,-2.80393,-1.256177,1.070926,1.78407,-0.36437,-0.362291,0.286444,-0.22097,-0.307533,0.124218,-0.463162,41.39,1
63465,1.41404,-1.023167,0.257162,-1.004959,-0.52008,2.112721,0.514966,0.469545,-0.439928,-0.875422,-0.805703,-0.553454,2.125947,0.51485,0.145947,0.885598,1.059301,-0.760419,0.251628,1.67191,1.433219,-0.831447,-1.330566,0.236523,-0.529329,-3.366294,-0.975621,1.024744,14.91,0
128635,-0.694909,-1.382124,1.261471,0.968247,-3.517969,-0.206365,-1.049715,-0.634768,-0.629458,1.133018,-0.495128,0.78364,3.16361,-0.805285,2.998467,-0.79975,-0.352328,0.147619,-2.136823,1.830803,0.734158,0.820096,0.128971,-0.742257,1.915396,0.019073,-1.162228,0.525166,8.19,0
124443,0.053759,-0.300752,0.733691,-0.113725,-0.492649,-0.542938,-0.007857,-1.070368,-0.527167,0.703351,0.949485,-0.996331,0.179265,-0.172181,0.49575,-0.005819,2.237435,0.895286,-0.671504,-0.062635,0.141508,4.851615,-1.245354,1.579467,-2.424238,-0.5191,0.016277,-0.547727,122.59,0
138655,-0.098556,1.119988,-0.984533,-0.527397,-1.580235,0.116365,2.052735,-1.791386,-0.476605,0.220052,-0.47974,-1.204714,0.738795,0.226999,-3.055148,0.69811,0.201525,2.617852,1.655339,3.107599,-1.213092,0.195455,1.725846,0.97698,1.056768,1.801541,1.114347,0.782126,23.28,0
114301,1.896499,1.060871,-1.221546,-0.929289,0.223835,-2.934299,-0.895788,-3.122777,-2.308174,-1.972376,0.858448,-0.343095,-0.765346,-0.009823,1.920803,0.877272,-1.154797,-0.084586,0.071982,-0.842801,-3.623481,3.331887,1.578847,0.336461,0.451539,-0.795736,0.497178,0.657471,660.61,0
135276,0.461557,0.363701,0.8478,-0.838128,-0.939382,-1.129205,-0.467388,-0.722187,1.231158,-1.273882,1.292979,-0.942567,0.190207,2.105699,2.370297,-1.308203,1.899296,0.828654,0.129505,1.063853,0.657231,-1.369895,0.214348,-0.313404,0.953684,0.826404,1.426455,3.069601,92.99,0
101857,0.68205,-0.141992,0.270883,-0.692701,2.012597,-2.220375,-0.264496,-0.813368,-0.984094,-0.830028,-1.926681,-0.02459,2.109387,0.520839,2.019791,-1.180613,0.274104,-0.138139,2.252441,-0.280255,0.656386,2.864826,-1.753447,-0.527288,-1.78588,0.318711,-1.749302,-0.726771,113.45,0
36632,0.132966,-0.164988,0.601711,-0.004354,-1.555018,-1.731959,-0.230658,-0.857148,-0.612482,-0.927906,-2.026648,0.60765,0.258351,0.8415,3.873139,0.006737,0.778231,-1.661295,0.895547,0.937538,1.772922,-2.791058,3.182588,-1.343657,1.397389,-0.182056,-1.093365,1.738352,99.17,0
